,ID,Text,class
183,1450, @ KElectricPk Sub bakwas ha ye apni harkaton se baz nhi ayen ge kisi na kisi fault ko jawaz bana kr ye light band ra … https // t . co / IoOO1y4XLt,negative
184,1453, @ AamAadmiParty @ ArvindKejriwal x cm Shila dixet or under karne wale the feku tum annaji ko b dhokha de diya,neutral
185,1458, @ pramila2710 @ DrKumarVishwas Lekin itne kharab result se KUTA BAUNA HARAMI HANDSOME SUVAR SINGH etc ka gussa … https // t co / 9sXAbdtkzA,negative
186,1462, RT @ SonuNag13101789 # ValueTime _ ValueLife @ Gurmeetramrahim @ Derasachasauda Pujya guru ji kehte h ki jo insan samya ki kader karte h alasya …,neutral
187,1464, @ imMAK02 Are bsdkk ... Dhruv Tyagi ke bare main kitni bar Muslim aatankwad bola tune ... Vivek hatyakand ke bad teri zu … https // t . co / lCZbqkHD7b,negative
188,1476, @ ZarinaBano _ Bharat ka Musalman hamesha secular govt k liye vote karta raha hai karta rahega . Haar jeet 1 sikke k d … https // t . co / CsOiGgFeOR,positive
189,1480, Congress party ne pehle se feku bhakt Media ka agenda samaj liya hote to ye chunav nhi hartefeku bhakt Media ne fe … https // t co / GMIC7HjwOY,negative
190,1484, @ Vipul49997183 @ dtptraffic Ghoda Ghaans se Dosti kar lega to khayega kya .. Delhi Sarkaar Home Ministry public ki na … https // t . co / EVp3m8f0i8,negative
191,1486, RT @ BurgerKing for real tho we ’ re trying to pay off those loans . introducing Whopper Loans – make a purchase through the BK app for a cha …,neutral
192,1494, RT @ TAETAE _ PH Watching # BTSatWembley is making me miss them more . Sighhh I ’ m really hoping for BTS in PH 🥺😭💜 we miss you everyday guys @ BTS …,positive
193,1505, @ asadowaisi How come he was the first man . What about earlier incidents .. Ab inke Naam se roti pel raha hai ... Shame on you,negative
194,1506, Need is branch ke students ki hai jisase digiral India par force diya ja sake aur corruption bhi na ho .... Mai shr … https // t . co / 8VNEQ45Wyc,positive
195,1510, Aap pichla 5 saal se media ka ghatna kramank Ko rewind karke dekhiye jabbi vipaksh ne ruling party ke neeti ke baar … https // t co / 932v5ZGoVj,positive
196,1511, @ htTweets @ harijdas7 aur bakwas karma aur TV per galat sandesh dena to kam hua Instead each Congressi Neta aur Kar … https // t co / fvmBYlfEHl,negative
197,1512, @ SatyaHindi @ ashutosh83B Desh aaghe baad raha hai ye religion ke naam pe bakwas karna baand karo .. aur tumhare AAP bhaiyon ko bhi shikhao ..,positive
198,1545, RT @ aamir _ khan I'm very sad to hear about Veeruji passing away I had the pleasure & privilege of working with Veeruji He was an amazing pe …,positive
199,1550, RT @ smithmaheshwari * Me as a father * Son - Papa aaj main night study ke liye jau ga Me - kitne baje Son - 10 baje tak Me - Haan …,neutral
200,1553, @ saleem _ mohad ham log ko koe dukh nhi hay tumko hay to Pakistan ja 🤨🤨🤨🤨🤨🤨🤨🤨,neutral
201,1570, @ breatheapril I know it's so late for me to comment on this tweet but I just wanna say I really miss you and your n … https // t co / ps6NQpEzXj,neutral
202,1572, @ INCMP MP m Kamalnath government ko vote diye the ki Employment milega pr 6 months ho gye ghanta kuch ni hua na aagey kuch hoga,negative
203,1574, @ StarMoo75329799 @ HarunKh67113991 @ jandkheadlines @ Shehla _ Rashid Krishna tab tha jab tera allah peda bhi nahi hua … https // t . co / oFRqDOSYDU,negative
204,1589, show acha chalna chahiye people dont care kisko chance diya kisko nhi jo main h kisliye hai Entertainment jyada krt … https // t . co / ui0pywj1vQ,positive
205,1593, RT @ psf _ team Lathi Goli Ki Sarkar Nhi Chalegi Nhi Chalegi https // t . co / fhl3aPEoif,negative
206,1598, @ AkhileshPSingh Chal be har gaya ab to sudhar ja .. Ki fir se uncle @ RahulGandhi ko harwayega . Tere jeson ki wajah s … https // t . co / ooWUFvddYm,positive
207,1604, @ ASIFCHUGHTAI987 @ matineees @ Payal _ 777 @ NavidocSingh @ Markhor _ pak @ DonPilots @ AbdulQa13248496 @ KabristaanC … https // t . co / FHUnkysjBt,neutral
208,1608, @ asli _ sapna we eradicate Untouchability & poverty is a sin for life .,positive
209,1637, @ sid _ abu @ GulBukhari @ GandharaRFE Kute ki tarah bhonkta he jb k ye farishta k cousin ka wo attitude he jo tere jese … https // tco / dZfBzdk6a0,negative
210,1640, @ narendramodi Respected PM Modi jiii Hamare Odisha ka Educational System ka Daityo Aparajita Sadangi mam ko dene ke … https // t co / byzPWsUqSm,neutral
211,1648, @ AzamJamil53 Kab k uth gye Gulshan k karobar bhi chal pare Fed the dogs did the few dishes left from last night laundry going on 🤗,negative
212,1652, RT @ LukeEclair # FF Have a great weekend ! @ politicaldani @ Bhav _ Popat @ ConnorJonesCons @ ali _ panju @ theblondpond @ stephiebellabb @ MrRhysBenja …,positive
213,1655, Modi chor ko pta tha k EVM set ho chuki h aur election commission ko inform kr diya gaya h k hme 300 seat chahiye e … https // t co / JCfkw2VXDr,negative
214,1656, @ mlkhattar Sir Congratulations on your marvellous victory @ BJP but it seems that no one is ever bothered about sev … https // t . co / 8woRVtJlvE,negative
215,1657, @ AnwarLodhi Make sure he becomes the bootlicker exactly the way you are . Allah apke saye se is masoom ko bachaye . Ameen !,negative
216,1658, @ Lalitrashtraban @ sherryontopp pahle usko bulao jisne kaha tha notebandi fail hui to ap mujhe beech chaurahe par phansi par latka dena 😁,neutral
217,1661, M ạ nh m ẽ l ê n nh é em g á i stay strong Lalisa . We always love you ❤️. # AlwaysStayWithLalisa https // t . co / eqSGCrS1zY,positive
218,1664, hamsab milkar dhundhe us teesre ko jo Muslim me jake hindu bnke aag lagata Ya hindu me jake Muslim bnke . Aur dono … https // t . co / TjdLKA85Bj,positive
219,1669, @ DurexIndia @ kkundrra Chutiye ke lodo mna kisne kiya hai orgasm karne ko .... karo na bhosdi walo agar orgasm nhi ho … https // t . co / DeiacLWEGA,negative
220,1674, @ WaseemBadami @ iqrarulhassan We will miss the beautiful voice of # AmjadSabriShaheed Allah un k darjaat buland far … https // t . co / xf9FkUdfew,neutral
221,1678, HareKrishna 2024 ke parliament Election me Hg Modi ko koe gali nahi degaphir v Modi hi jitega beta jara gali de ke dekh to ?,positive
222,1682, @ INCChhattisgarh Appne too kabhi kisi shahid ke family ko kabhi bulaya nahi oath ke liye ? kya comparison kar rahe … https // t . co / ZHZSoOkrwt,negative
223,1683, Happiest b'day @ BeerBicepsGuy . Thanku bade bhaiya for motivating and making great content for us .,positive
224,1693, RT @ The _ Loyal _ Guy @ tooterforiphone Allah apko kushiyaan naseeb farmai bhai jan duaon me yad rkhna,positive
225,1700, @ SanjayAzadSln Correct Yeh chatukar Good meadiagovt . K always kisi bat nahi sunta Boycott hona chahiy Magar Ye … https // t . co / IedzNzvKgf,neutral
226,1722, @ AshrafFem Kisi ki bhi hatya hona bahut galat hai per ashraf ji jab koi hindu ki maut hoti hai to aap tweet ku nahi … https // t . co / ANHXT1Njhz,neutral
227,1726, @ cloudy _ megha @ StarPlus Aap sadi ke liye kayo tayar hui jab ki veer se aap bahut payar karti hai koi na koi baat … https // t co / HOWlGcX61V,neutral
228,1728, @ asadowaisi Teri maa ki chut behen ke lode Teri gand main jor h to 15 minute ke liye mil le tujhe Teri Randi maa ke … https // t . co / BDrD2zcWea,negative
229,1733, Modi Ji apko fr Ek baar pm banne pr congrats Hamare desh ke logo ne jo Ye visvas banaya hai apke uper is visvas ko … https // t . co / pdL7ua6Bcn,positive
230,1747, Bhai .. Modi ji ko jeetna hi tha .. But now early waiting this epic advrtsmnt series .. Mauka mauka … https // t . co / X6TDCNdEAd,neutral
231,1748, Its okkkk loveee you are one of my most favourite persons here ♥️ https // t co / UlobJ5ELn1,positive
232,1757, @ PiyushGoyal @ narendramodi @ PiyushGoyal @ drmncrald @ RailwaySeva @ manojsinhabjp Sir mai allahabad ( ald ) se sirathu (… https // t co / HlDPUCdJIK,neutral
233,1766, @ RubikaLiyaquat RUBIKA GANDI TO BATA JO ANDAR KO MATRI BANYA H BJP NE O KYA BAYAN DEYA H SALI HARAMKHOR TEREI CHOD … https // t . co / L1MXQWAkQp,negative
234,1772, @ rsprasad Ravi shankar ji namaskar waise to sabhi jatiyo ne aapko vote diya kuchh ne nahi diya parantu kayasth ne 1… https // t . co / xkmoUtWVwx,negative
235,1778, jini zindgi guzri a jini baki a sari ty lant beshumar . https // t . co / xErwAGugU0,neutral
236,1781, If you don ’ t like zhoom barabar jhoom ( movie ) then we can not be friends .,negative
237,1786, @ VSShishodia @ msisodia Are is wajah se khatana mai bahut jam kah gaya tha waha police sahi se duty nahi kar rahi th … https // t . co / RzRVmRyxCQ,negative
238,1787, Today is a bday of my murshid may ALLAH give them great health that they can more work muslim ummah or ALLAH unka s … https // t . co / Rf3Se55hpK,positive
239,1795, RT @ legaynd 12 listen bhenchod you ’ re such a pyaara bachha im so fucking happy you finally have a gf omg I love you AND ILL TEXT YOU WHEN …,negative
240,1797, @ OfficeOfKNath Sir kya apka sharkar aane ke bad bhi muslim safe nhi hain madhay pardesh me . 23may ko jo video aaya … https // t . co / USKmtlUQBG,neutral
241,1809, BJP is now garibo ki Party who thinks for everyone and Congress is now ' kisi ki bhi party nahi ' who thinks only for self,positive
242,1816, RT @ Salmanashraf313 @ CallMeMeeru Meri life mae aik ap or @ ZoyeMemon apa ke brday ka din aise hota hae js ka mujae bht intazar hota ha bcz …,positive
243,1837, Naa hum bhulte he khuda ko Naa unhko jo hume as allah s gift mile he unko Bhulne wali galiya hum chor aaye piche https // t co / cKahdt4DWE,neutral
244,1843, @ janupande Tumhari marzi chhor do twitter yehi agar Facebook hota na toh tum log chhorne Ka sochte tak nhi P … https // t co / wt0H71oE2G,neutral
245,1845, @ ramsarnacharya1 @ ZeeNewsHindi Swami ji karmo ka fal jaroor milta hai chinta na Kare . Apne acche karm kiye apna dha … https // t . co / JzOaN552oQ,positive
246,1846, @ TheRashooAwan No bro ... aghar tera dost hota team ma to phir possible tha ... Umer Akmal P,neutral
247,1854, @ zoo _ bear @ Atheist _ Krishna Zoo bear bhai .... tumara har jagah se kaat Gaya hai .... keep calm and start preparing for 2024... Good luck 👍,positive
248,1855, @ Bhuvan _ Bam So happy that uncle is fine ♥ hamare BB ke pita ji hey aaise hi thodi bimar rehete strong hey uncle 😍,positive
249,1858, Looks great & stays that way # JatayuPlywood-Visvas ka Prateek # plywood # wood # plywoodfurniture # woodworking … https // t co / 7qMyDuEdP2,positive
250,1869, @ KhawajaMAsif Tum logo ki terah Pakistam k logo ka paisa chori ker k harap ker k baher flat or mehal nahi khareeday … https // t . co / dprnUHHwb2,negative
251,1871, Jio ki wajah see log ki waat lgi padi hai choro ... ab apna profit customer ka Paisa chura k nikal rhe ho ..... ghatiya … https // t . co / pzzIqDG3XJ,negative
252,1886, @ TimesNow To be construed as ... tum sabne modi ko vote kyu diya ...😨 tumhe meri naukri ki koi chinta nahi ? Meri … https // t . co / vEadSjNkkY,negative
253,1891, @ ashishtweetz @ VishnuNDTV Haha bombed on trees Wheres we did it in broad day light . Ask you commanders jo us waqat … https // t . co / FBcNxI2iij,neutral
254,1900, RT @ viruswhiz One last reporting trip with @ priyanka _ runwal to pick strawberries (@ mendozamartha you were right — this is fun !) Can ’ t b …,neutral
255,1904, RT @ alankar6427 Exclusive censor reports of # Bharat is world class . Words like movie of the year Best performance Sunney ko miley Ev …,positive
256,1911, RT @ tanwer _ m I say Gaya they hear Gautam Buddha ! https // t co / gDsA8fHOaD,neutral
257,1917, RT @ CbRu91lyHhtK3kr @ PakSarfrazbugti @ Saherb1 @ BBCUrdu Sarfraz Khaan Aap Hamare HaQeeqi Hero ho Aap Ne Pakistan kay Leye Apna Gar Bar Dos …,positive
258,1919, @ ggukieflies Aiiiii mera chhotu bacha 💙💙 Love you and adore you so much Mini 💙 You seem distant a few weeks back but … https // t . co / IrehKtoYgX,positive
259,1920, @ kamaalrkhan Dede pyaar de is super hit . Wht ever you want to bark . @ ajaydevgn 12th movie in to 100 cr club !,positive
260,1925, Dear nakko thank you for being the best part of my life . Thank you for always there for me i know you love to hug … https // t . co / J29jcMhhpH,positive
261,1927, @ steve _ n _ o To meet the love of my life dear,positive
262,1933, @ msaleemkhanwazi Pain yako mar jao apis me lar lar ke wo kuty ke bachy hamre dushman tu chata he ye k ye larn apis … https // t . co / 7TncaMDMV6,negative
263,1934, @ DesiStupides @ AmitShah @ manakgupta @ narendramodi Yeh desh mein tadi par bhi home minister banta hai .... Aur ek pm … https // t . co / XQk63hYs0r,negative
264,1943, @ SanjayAzadSln tu bhi laat khayeg ek din .. ab election aane waala hain .. sudhar jaa .. nahi to ab to teri gaand mein … https // t . co / Yuf9qWlbpt,negative
265,1949, @ BeingSalmanKhan Wow .... Bhai aap dono bahut ache lagte ho pls aap dono se request hai shaadi kar lo very nice coupl … https // t . co / 8zzjhhwaiJ,positive
266,1960, RT @ satgurukimeera # WelfareByDSSVolunteers Dhan dhan satguru tera hi aasra Good morning dear @ Gurmeetramrahim papa ji Beti ka kaam shuru …,positive
267,1965, @ amritabhinder @ firstpost @ Javedakhtarjadu ki rightwingers ne itni li hae ki bechare ka gussa jayaz hae .... frustrated soul 😂😂😂,positive
268,1973, @ witnessweetene @ LilJahmir @ rynteez _ @ gngdoll @ rubyholmess bc like karke chodh de,negative
269,1987, Modi ji aaj utthey Modi ji ne signature karey Modi ji ne aaj saffed kurta pyjama pehna Again gonna b sick of this … https // t . co / 9YDm2FEZ9P,neutral
270,1999, bhale teri english thori kachi ha per we are really proud of you bro # SarfarazAhmed ❤️ https // t co / I6AHP6vedZ,positive
271,2004, @ Ik _ Warriors @ HajiGul _ bangesh @ EkDilHa @ talatkashif @ M _ Umair96 @ Pisces2 _ 25 @ beard _ guy029 @ Aamir _ 2109 @ fatehmqazi … https // t co / EP4TP8IbIO,neutral
272,2013, RT @ Kmsharm45515727 @ vikasbha @ BJP4India @ Kmsharma - Bjp ko vote on Muslim mahilaon n Purushon ne diye jinko yojnaon Ka fayda milaya Modi …,neutral
273,2014, Because Hind isnt Indic . Vande Mataram is better though . But Jai Shri Ram is another emotion . https // t . co / SSDK6nOPoR,neutral
274,2016, @ Shaybi _ Says Han na .. ghr m nae tha sb ko pehly 😂 so best escape point tha,positive
275,2018, @ BBMarathiTrolls @ ColorsMarathi Arey bhau iss bar budget kaam hain na 😂 Lonavla se direct goregaon filmcity mein set laga hain 😅,positive
276,2030, @ ArySabirshakir _ Well done Sabir Bhai bilkul theak kha app na hamian Pakistan main app kasay hi anker chaiya jin ka … https // t . co / wsxwkiumx7,neutral
277,2033, @ annuel _ k I miss youuu 😭 and I know you'll see this later kraaa but ok but I miss youuuu 😭,neutral
278,2050, Bahut bahut subhkamna ...@ narendramodi sir ... hum yuva ko apse yahi ummid hai ki ap humare desh ke ujjaw … https // t . co / 138zmFkE7O,positive
279,2051, @ RahulGandhi rahul ji aapka bahut bahut dhanay wad . aap congres precident hai . aap bahut mehanat kiye . good per aap … https // t . co / E75G6BwGsT,positive
280,2060, @ chitraaum Rassi Jal Gayi par bal nahi gayi EVM par Jor nahi chala to patrakar on ke kapde utaro Kuch To karna hai … https // t . co / a7FFl5cDIs,negative
281,2062, @ AbowathU @ kainatn So true yaaaar . What a load of disappointment this country has turned out to be 😞 and ye aisi ch … https // t . co / HU67xK2pf0,negative
282,2077, @ MixedRaita His special appeal is to defeat BJP ! Not giving anything like Hopescheme etc . Chutiya kya kam hai desh mein . hain 🙏,positive
283,2078, RT @ fahad _ kaoje @ Kwaliyo @ hadeexah _ hmb @ AAUmar __ @ miss _ tiy @ Ummy _ Bie @ bint _ abdallah0 @ fadimatuu ______ I disagree tunda ba money rituals z …,neutral
284,2079, @ Itsyourkhaleesi @ 23ndead @ verytoxicc Yaar ye kesi demands ker rahay hou itni mushkil sey manaya hai larkay ko nashay lanay pay,neutral
285,2099, Allah Says The Night Of Al Qadar Is Better Than A Thousand Months May Allah Forgive You And Your Family And Fulfi … https // t . co / 59oNuFoyBJ,positive
286,2102, @ RubikaLiyaquat Maam apko inke . jese logo ko jawab nahi dena chaye ....... kyu ki inhone humesa aurto ko burkhe me rk … https // t . co / EGkEcpBLyA,negative
287,2109, Happy Birthday to the most adorable and remarkable human being on this Earth   Love you the most # HappyBirthdayJenniferWinget,positive
288,2112, @ ashokgehlot51 Sir Rajasthan ki sari recruitment Process band Karke kau berozgaro ko pareshan kar rahe ho 2018 me … https // t . co / blZoqe4yaB,negative
289,2116, @ Hemants9781 @ Swamy39 Yahi sb kro .. hmare desh ke yuvao ko berojgar krke bjp wale ye postman ka kaam de diye hai .. sa … https // t . co / GeixurmVKw,negative
290,2122, Jo Modi ji pe ungli utha rahe he unhe bata du ... ye Pichli sarkar ka paap he .... Agar abhi convince nahi hue to Ne … https // t . co / 3vQRprhxu7,neutral
291,2127, @ rishav _ sharma1 @ NindaTurtles Bsdk nahi BC Kohli are but tumne hamare wali gali seekh li,negative
292,2129, @ LambaAlka Tumhare jaisa besharm ko jab jaanta ne chun tab v hume itna hi dukh hua tha . Visashyak to chuna tha delh … https // t . co / fHRZjR4wwh,neutral
293,2130, @ raving _ dead Apun ka naam aa giya akhbaar mein too much happy uff,neutral
294,2132, @ narendramodi wish you all the best jiii https // t co / u1nzkhcyox,positive
295,2134, RT @ vickto _ willy I love when a guy always sees me without makeup and thinks I ’ m cute and then when we go on a date it ’ s like BOOM yeah you …,positive
