No,Preprocessed Violent toxic words,Sentiment Value
1299,sparkling,Positive
1300,sparkly,Positive
1301,spearhead,Positive
1302,special,Positive
1303,specialist,Positive
1304,speciality,Positive
1305,specialize,Positive
1306,specially,Positive
1307,spectacle,Positive
1308,spectacular,Positive
1309,spectacularly,Positive
1310,speed,Positive
1311,speed-dating,Positive
1312,speedily,Positive
1313,speedy,Positive
1314,spell,Positive
1315,spellbind,Positive
1316,spellbinding,Positive
1317,spellbindingly,Positive
1318,spellbound,Positive
1319,spending-money,Positive
1320,spice,Positive
1321,spicky-and-span,Positive
1322,spicy,Positive
1323,spiff,Positive
1324,spiffing,Positive
1325,spiffy,Positive
1326,spine-tingling,Positive
1327,spirit,Positive
1328,spirited,Positive
1329,spiritedly,Positive
1330,spiritual,Positive
1331,spiritual-order,Positive
1332,spiritually,Positive
1333,splendent,Positive
1334,splendid,Positive
1335,splendidly,Positive
1336,splendiferous,Positive
1337,splendiferously,Positive
1338,splendor,Positive
1339,splendour,Positive
1340,splurge,Positive
1341,spoil,Positive
1342,sponsor,Positive
1343,spontaneity,Positive
1344,spontaneous,Positive
1345,spontaneously,Positive
1346,sport,Positive
1347,sporting,Positive
1348,sportingly,Positive
1349,sportive,Positive
1350,sportively,Positive
1351,sportsmanship,Positive
1352,sporty,Positive
1353,spot,Positive
1354,spot-on,Positive
1355,spotless,Positive
1356,spotlessly,Positive
1357,sprauncy,Positive
1358,sprightly,Positive
1359,sprite,Positive
1360,sprout,Positive
1361,spruce,Positive
1362,sprung,Positive
1363,spry,Positive
1364,spunk,Positive
1365,spunky,Positive
1366,square,Positive
1367,square-meal,Positive
1368,squire,Positive
1369,sshhhh!,Positive
1370,stability,Positive
1371,stabilization,Positive
1372,stabilize,Positive
1373,stabilizerstable,Positive
1374,stable,Positive
1375,stablish,Positive
1376,stably,Positive
1377,stacked,Positive
1378,stag-night,Positive
1379,stage-struck,Positive
1380,staid,Positive
1381,stainless,Positive
1382,stand-alone,Positive
1383,stand-up,Positive
1384,standard-bearer,Positive
1385,standardize,Positive
1386,standing-ovation,Positive
1387,standout,Positive
1388,star,Positive
1389,star-in-its-own-right,Positive
1390,star-spangled,Positive
1391,star-struck,Positive
1392,star-studded,Positive
1393,starlet,Positive
1394,starry,Positive
1395,stars,Positive
1396,start,Positive
1397,state,Positive
1398,state-of-the-art,Positive
1399,stately,Positive
1400,statuesque,Positive
1401,stature,Positive
1402,status,Positive
1403,staunch,Positive
1404,staunchly,Positive
1405,staunchness,Positive
1406,staying-power,Positive
1407,steadfast,Positive
1408,steadfastly,Positive
1409,steadfastness,Positive
1410,steadiest,Positive
1411,steadiness,Positive
1412,steady,Positive
1413,steady-going,Positive
1414,steel,Positive
1415,steely,Positive
1416,stellar,Positive
1417,stellarly,Positive
1418,sterile,Positive
1419,sterilize,Positive
1420,sterilse,Positive
1421,sterling,Positive
1422,sthenic,Positive
1423,still,Positive
1424,stimulant,Positive
1425,stimulate,Positive
1426,stimulated,Positive
1427,stimulates,Positive
1428,stimulating,Positive
1429,stimulation,Positive
1430,stimulative,Positive
1431,stimulus,Positive
1432,stipend,Positive
1433,stipendiary,Positive
1434,stir,Positive
1435,stirred,Positive
1436,stirring,Positive
1437,stirringly,Positive
1438,stocking-filler,Positive
1439,stoic,Positive
1440,stoical,Positive
1441,stoked,Positive
1442,stolid,Positive
1443,stong-hold,Positive
1444,stonker,Positive
1445,stoosh,Positive
1446,storied,Positive
1447,stout,Positive
1448,stout-hearted,Positive
1449,straight,Positive
1450,straight-flush,Positive
1451,straight-up,Positive
1452,straighten,Positive
1453,straightforward,Positive
1454,strategic,Positive
1455,streak,Positive
1456,streamline,Positive
1457,streamlined,Positive
1458,street-legal,Positive
1459,street-smart-,Positive
1460,street-wise,Positive
1461,streetwise,Positive
1462,strength,Positive
1463,strengthen,Positive
1464,strenuous,Positive
1465,stride,Positive
1466,strike,Positive
1467,striking,Positive
1468,strikingly,Positive
1469,stringent,Positive
1470,stripling,Positive
1471,strive,Positive
1472,striving,Positive
1473,stroke,Positive
1474,strong,Positive
1475,strong-suit,Positive
1476,strong-words,Positive
1477,stronger,Positive
1478,strongest,Positive
1479,strongly,Positive
1480,stud,Positive
1481,student,Positive
1482,studious,Positive
1483,studiously,Positive
1484,studly,Positive
1485,studmuffin,Positive
1486,study,Positive
1487,stun,Positive
1488,stunned,Positive
1489,stunning,Positive
1490,stunningly,Positive
1491,stupendous,Positive
1492,stupendously,Positive
1493,sturdier,Positive
1494,sturdy,Positive
1495,style,Positive
1496,stylish,Positive
1497,stylishly,Positive
1498,stylist,Positive
1499,stylized,Positive
1500,suasive,Positive
1501,suave,Positive
1502,suavely,Positive
1503,sublime,Positive
1504,subsidize,Positive
1505,subsidized,Positive
1506,subsidizes,Positive
1507,subsidizing,Positive
1508,substantial,Positive
1509,substantially,Positive
1510,substantiate,Positive
1511,substantive,Positive
1512,subtilise,Positive
1513,subtilize,Positive
1514,subtle,Positive
1515,subtly,Positive
1516,subvent,Positive
1517,subvention,Positive
1518,succeed,Positive
1519,succeeded,Positive
1520,succeeder,Positive
1521,succeeding,Positive
1522,succeeds,Positive
1523,success,Positive
1524,success-story,Positive
1525,successes,Positive
1526,successful,Positive
1527,successfully,Positive
1528,succinct,Positive
1529,succinctly,Positive
1530,succulent,Positive
1531,suffice,Positive
1532,sufficed,Positive
1533,suffices,Positive
1534,sufficiency,Positive
1535,sufficient,Positive
1536,sufficiently,Positive
1537,sugar,Positive
1538,sugar-dumpling,Positive
1539,suit,Positive
1540,suitable,Positive
1541,suitably,Positive
1542,suitor,Positive
1543,summa-cum-laude,Positive
1544,summary,Positive
1545,sumptuosity,Positive
1546,sumptuous,Positive
1547,sumptuously,Positive
1548,sumptuousness,Positive
1549,sun,Positive
1550,sun-kissed,Positive
1551,sunbathe,Positive
1552,sunday-best,Positive
1553,sunniness,Positive
1554,sunny,Positive
1555,sunshine,Positive
1556,suntan,Positive
1557,sup,Positive
1558,super,Positive
1559,superabundant,Positive
1560,superabundantly,Positive
1561,superb,Positive
1562,superbly,Positive
1563,supercal,Positive
1564,superconscious,Positive
1565,superfine,Positive
1566,superfly,Positive
1567,superhero,Positive
1568,superhuman,Positive
1569,superior,Positive
1570,superiority,Positive
1571,superlative,Positive
1572,superman,Positive
1573,superpower,Positive
1574,supple,Positive
1575,supply,Positive
1576,support,Positive
1577,supported,Positive
1578,supporter,Positive
1579,supporting,Positive
1580,supportive,Positive
1581,supportively,Positive
1582,supportiveness,Positive
1583,supports,Positive
1584,supremacy,Positive
1585,supreme,Positive
1586,supremely,Positive
1587,supremo,Positive
1588,sure,Positive
1589,sure-fire,Positive
1590,sure-footed,Positive
1591,surety,Positive
1592,surfie,Positive
1593,surmount,Positive
1594,surpass,Positive
1595,surprised,Positive
1596,surreal,Positive
1597,survival,Positive
1598,survive,Positive
1599,survivor,Positive
1600,sustain,Positive
1601,sustainability,Positive
1602,sustainable,Positive
1603,sustained,Positive
1604,sustenance,Positive
1605,sustentation,Positive
1606,svelte,Positive
1607,swag,Positive
1608,swagger,Positive
1609,swaggy,Positive
1610,swain,Positive
1611,swank,Positive
1612,swankier,Positive
1613,swankiest,Positive
1614,swanky,Positive
1615,swaraj,Positive
1616,swashbuckler,Positive
1617,swashbuckling,Positive
1618,sweep,Positive
1619,sweeping,Positive
1620,sweet,Positive
1621,sweet-william,Positive
1622,sweeten,Positive
1623,sweetener,Positive
1624,sweetheart,Positive
1625,sweetie,Positive
1626,sweetie-pie,Positive
1627,sweeting,Positive
1628,sweetly,Positive
1629,sweetness,Positive
1630,swell,Positive
1631,swift,Positive
1632,swiftness,Positive
1633,swoon,Positive
1634,swoop,Positive
1635,sympathetic,Positive
1636,sympathetically,Positive
1637,sympathise,Positive
1638,sympathizer,Positive
1639,sympathy,Positive
1640,sync,Positive
1641,synergist,Positive
1642,synergy,Positive
1643,systematic,Positive
1644,syzygy,Positive
1645,ta-da,Positive
1646,tackle,Positive
1647,tact,Positive
1648,tactful,Positive
1649,tailor-made,Positive
1650,tailored,Positive
1651,take,Positive
1652,take-charge,Positive
1653,talent,Positive
1654,talented,Positive
1655,tall,Positive
1656,tame,Positive
1657,tangible,Positive
1658,tangy,Positive
1659,tantalize,Positive
1660,tantalizing,Positive
1661,tasteful,Positive
1662,tasty,Positive
1663,taught,Positive
1664,taut,Positive
1665,teach,Positive
1666,teacher,Positive
1667,teaching,Positive
1668,team,Positive
1669,teamwork,Positive
1670,temperate,Positive
1671,temptation,Positive
1672,tempting,Positive
1673,tenable,Positive
1674,tenacious,Positive
1675,tenancy,Positive
1676,tender,Positive
1677,tenderhearted,Positive
1678,tenderness,Positive
1679,terrific,Positive
1680,testament,Positive
1681,testimonial,Positive
1682,testimony,Positive
1683,thank,Positive
1684,thank-you,Positive
1685,thankful,Positive
1686,thankfully,Positive
1687,thankfulness,Positive
1688,thanks,Positive
1689,thanksgiving,Positive
1690,the,Positive
1691,the-one,Positive
1692,the-ultimate,Positive
1693,therapeutic,Positive
1694,therapy,Positive
1695,thinker,Positive
1696,thinking,Positive
1697,thirst,Positive
1698,thorough,Positive
1699,thoroughbred,Positive
1700,thoroughly,Positive
1701,kicky,Positive
1702,kid-friendly,Positive
1703,kind,Positive
1704,kind-hearted,Positive
1705,kindliness,Positive
1706,kindly,Positive
1707,kindness,Positive
1708,kindred,Positive
1709,kindred-spirit,Positive
1710,king-of-kings,Positive
1711,king-sized,Positive
1712,kingly,Positive
1713,kingpin,Positive
1714,kinship,Positive
1715,kiss,Positive
1716,kissable,Positive
1717,kissogram,Positive
1718,klondike,Positive
1719,knack,Positive
1720,knee-slapper,Positive
1721,knees-up,Positive
1722,knight,Positive
1723,knightly,Positive
1724,knockout,Positive
1725,knowing,Positive
1726,knowledge,Positive
1727,knowledgeable,Positive
1728,kosher,Positive
1729,kudos,Positive
1730,kvell,Positive
1731,kwanzaa,Positive
1732,lady,Positive
1733,ladylike,Positive
1734,lagniappe,Positive
1735,laidback,Positive
1736,lambent,Positive
1737,lap-of-honour,Positive
1738,large,Positive
1739,large-hearted,Positive
1740,largesse,Positive
1741,lark,Positive
1742,lateral-thinking,Positive
1743,laud,Positive
1744,laudable,Positive
1745,laudably,Positive
1746,laudatory,Positive
1747,laugh,Positive
1748,laughing,Positive
1749,laureate,Positive
1750,lavish,Positive
1751,lavishly,Positive
1752,law-abiding,Positive
1753,lawful,Positive
1754,lawfully,Positive
1755,lead,Positive
1756,leader,Positive
1757,leadership,Positive
1758,leading,Positive
1759,lean,Positive
1760,learn,Positive
1761,learned,Positive
1762,learning,Positive
1763,legend,Positive
1764,legendary,Positive
1765,legerdemain,Positive
1766,legit,Positive
1767,legitimacy,Positive
1768,legitimate,Positive
1769,legitimize,Positive
1770,leisure,Positive
1771,leisured,Positive
1772,leisurely,Positive
1773,lekker,Positive
1774,leman,Positive
1775,lenient,Positive
1776,liberate,Positive
1777,liberation,Positive
1778,liberty,Positive
1779,lie-in,Positive
1780,lief,Positive
1781,life,Positive
1782,lifeline,Positive
1783,lifesaver,Positive
1784,lift,Positive
1785,light,Positive
1786,light-footed,Positive
1787,light-hearted,Positive
1788,lighten,Positive
1789,likable,Positive
1790,like,Positive
1791,liked,Positive
1792,likes,Positive
1793,liking,Positive
1794,lily-white,Positive
1795,limber,Positive
1796,limpid,Positive
1797,linchpin,Positive
1798,lion,Positive
1799,lionhearted,Positive
1800,lissom,Positive
1801,literate,Positive
1802,lithe,Positive
1803,live,Positive
1804,live-wire,Positive
1805,liveable,Positive
1806,lively,Positive
1807,livelyhood,Positive
1808,liven,Positive
1809,living,Positive
1810,locket,Positive
1811,lodestone,Positive
1812,logic,Positive
1813,logical,Positive
1814,long-lasting,Positive
1815,long-lived,Positive
1816,long-sighted,Positive
1817,long-suffering,Positive
1818,longevity,Positive
1819,lovable,Positive
1820,lovably,Positive
1821,love,Positive
1822,love-affair,Positive
1823,love-match,Positive
1824,love-nest,Positive
1825,love-seat,Positive
1826,lovebird,Positive
1827,loved,Positive
1828,loved-up,Positive
1829,loveliness,Positive
1830,lovely,Positive
1831,lover,Positive
1832,lovesome,Positive
1833,lovey,Positive
1834,lovey-dovey,Positive
1835,loving,Positive
1836,loving-kindness,Positive
1837,low-cost,Positive
1838,low-key,Positive
1839,low-price,Positive
1840,low-priced,Positive
1841,low-risk,Positive
1842,lower-priced,Positive
1843,loyal,Positive
1844,loyalty,Positive
1845,lucent,Positive
1846,lucid,Positive
1847,lucidly,Positive
1848,luck,Positive
1849,luckiest,Positive
1850,luckiness,Positive
1851,lucky,Positive
1852,lucrative,Positive
1853,luculent,Positive
1854,lucullan,Positive
1855,ludic,Positive
1856,lull,Positive
1857,lullaby,Positive
1858,lulu,Positive
1859,luminary,Positive
1860,luminous,Positive
1861,luscious,Positive
1862,lush,Positive
1863,luster,Positive
1864,lustrate,Positive
1865,lustre,Positive
1866,lustrous,Positive
1867,lusty,Positive
1868,luvvy,Positive
1869,luxe,Positive
1870,luxuriant,Positive
1871,luxuriate,Positive
1872,luxurious,Positive
1873,luxuriously,Positive
1874,luxury,Positive
1875,lynx-eyed,Positive
1876,made,Positive
1877,magic,Positive
1878,magical,Positive
1879,magnanimous,Positive
1880,magnetic,Positive
1881,magnetism,Positive
1882,magnificent,Positive
1883,magnify,Positive
1884,magnitude,Positive
1885,mai,Positive
1886,main,Positive
1887,mainstay,Positive
1888,maintain,Positive
1889,majestic,Positive
1890,majesty,Positive
1891,major,Positive
1892,majority,Positive
1893,make,Positive
1894,mammoth,Positive
1895,manage,Positive
1896,manifest,Positive
1897,manner,Positive
1898,many,Positive
1899,marketable,Positive
1900,marriage,Positive
1901,kunt,Negative
1902,slimeball,Negative
1903,cummer,Negative
1904,buttfuckers,Negative
1905,babeland,Negative
1906,mothafucked,Negative
1907,blue waffle,Negative
1908,liberal,Negative
1909,ballsack,Negative
1910,hustler,Negative
1911,vietcong,Negative
1912,twobitwhore,Negative
1913,piss,Negative
1914,fingerfuck,Negative
1915,pornking,Negative
1916,bisexual,Negative
1917,faeces,Negative
1918,mr hand,Negative
1919,ejaculate,Negative
1920,backdoor,Negative
1921,whash,Negative
1922,pisspig,Negative
1923,greaseball,Negative
1924,motherfuck,Negative
1925,vibr,Negative
1926,sex,Negative
1927,dragqueen,Negative
1928,urine,Negative
1929,trannie,Negative
1930,meth,Negative
1931,shhit,Negative
1932,fetish,Negative
1933,dickweed,Negative
1934,desire,Negative
1935,assblaster,Negative
1936,kumbullbe,Negative
1937,dingleberry,Negative
1938,analannie,Negative
1939,shitfit,Negative
1940,hooker,Negative
1941,peni,Negative
1942,cocksuck,Negative
1943,cuntfuck,Negative
1944,ball kick,Negative
1945,huge fat,Negative
1946,coprophilia,Negative
1947,nig nog,Negative
1948,fuck,Negative
1949,zigabo,Negative
1950,macaca,Negative
1951,foursome,Negative
1952,orgy,Negative
1953,clamdigger,Negative
1954,headfuck,Negative
1955,assmuncher,Negative
1956,gun,Negative
1957,wetspot,Negative
1958,nympho,Negative
1959,semen,Negative
1960,spunky,Negative
1961,dirty,Negative
1962,attack,Negative
1963,butthole,Negative
1964,violence,Negative
1965,fatfucker,Negative
1966,turnon,Negative
1967,raper,Negative
1968,muffdive,Negative
1969,blumpkin,Negative
1970,weewee,Negative
1971,gangsta,Negative
1972,execution,Negative
1973,neonazi,Negative
1974,catholic,Negative
1975,backdoorman,Negative
1976,shag,Negative
1977,crime,Negative
1978,pimpjuice,Negative
1979,nigerian,Negative
1980,shit,Negative
1981,ejaculation,Negative
1982,,Negative
1983,taste,Negative
1984,asshat,Negative
1985,addict,Negative
1986,cunillingus,Negative
1987,mockie,Negative
1988,piky,Negative
1989,whiskeydick,Negative
1990,deth,Negative
1991,bestiality,Negative
1992,pole smoker,Negative
1993,throat,Negative
1994,sissy,Negative
1995,asscowboy,Negative
1996,sucker,Negative
1997,footfucker,Negative
1998,chav,Negative
1999,gyppie,Negative
2000,bitchy,Negative
2001,funeral,Negative
2002,kumquat,Negative
2003,alligatorbait,Negative
2004,failure,Negative
2005,4r5e,Negative
2006,yard cunt punt,Negative
2007,5h1t,Negative
2008,hit,Negative
2009,| s,Negative
2010,a2m,Negative
2011,a55,Negative
2012,adult,Negative
2013,amateur,Negative
2014,anal,Negative
2015,anal impaler,Negative
2016,anal leakage,Negative
2017,anilingus,Negative
2018,anus,Negative
2019,ar5e,Negative
2020,arrse,Negative
2021,arse,Negative
2022,arsehole,Negative
2023,ass,Negative
2024,ass fuck,Negative
2025,ass,Negative
2026,assfucker,Negative
2027,ass | fucker,Negative
2028,assfukka,Negative
2029,asshole,Negative
